Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee
Yes,133,1,0,0.0,0,117.8,100,37.0,9.96
No,53,1,0,0.0,2,119.7,113,37.0,9.49
Yes,123,1,0,0.0,5,242.2,87,61.0,11.31
No,136,1,0,0.0,7,163.4,83,49.0,12.47
No,57,1,0,0.0,3,161.0,113,46.0,10.4
No,62,1,0,0.0,1,128.7,111,37.0,8.48
No,112,1,0,0.0,1,81.6,94,37.0,13.41
No,55,1,1,1.97,1,207.7,91,72.7,9.99
Yes,95,1,0,0.0,6,128.6,115,41.0,10.81
No,125,1,0,0.0,1,233.3,65,58.0,10.49
Yes,1,1,0,0.0,5,182.1,106,43.0,6.75
Yes,98,1,1,2.16,6,168.0,81,64.6,8.16
No,105,1,0,0.0,1,251.6,88,58.0,8.76
No,113,1,1,3.13,0,183.8,102,78.3,9.17
Yes,99,1,0,0.0,3,256.4,44,62.0,10.73
No,103,1,0,0.0,1,180.2,134,39.0,4.89
No,177,1,0,0.0,1,227.8,81,53.0,8.09
No,149,1,1,2.75,0,147.8,132,76.5,13.84
Yes,160,1,0,0.0,1,234.9,136,63.0,13.54
No,116,1,0,0.0,2,110.9,54,37.0,10.67
No,90,1,1,1.73,1,124.5,94,58.3,11.59
Yes,148,0,0,0.21,0,233.5,81,58.1,9.39
Yes,147,1,1,2.73,2,197.3,134,73.3,7.06
No,95,1,0,0.0,0,58.2,96,28.0,10.11
No,201,1,0,0.24,1,212.7,72,58.4,11.26
No,80,1,0,0.0,0,151.5,89,37.0,6.59
No,122,0,0,0.0,1,146.3,117,44.0,10.94
No,132,1,0,0.0,0,195.1,100,46.0,7.44
No,83,1,0,0.0,1,208.9,71,54.0,10.74
Yes,99,1,0,0.12,7,135.7,107,42.2,10.42
Yes,84,1,0,0.0,3,225.9,86,62.0,13.78
No,46,1,0,0.3,1,122.2,67,38.0,8.36
No,87,1,0,0.0,2,153.3,106,46.0,11.23
No,150,1,0,0.0,1,214.0,117,53.0,9.62
No,73,1,0,0.43,1,194.8,112,52.3,8.36
No,7,1,0,0.0,3,206.7,87,60.0,14.06
No,89,1,1,2.84,2,188.0,105,73.4,7.57
Yes,131,0,0,0.34,3,122.3,83,34.4,5.94
No,105,1,0,0.0,3,259.3,96,59.0,8.76
Yes,108,0,0,0.38,2,115.1,114,41.8,10.57
No,47,1,1,2.24,1,172.9,109,64.4,6.88
No,101,0,0,0.0,1,156.4,116,38.0,6.52
No,182,1,1,3.13,1,128.1,104,65.3,7.17
No,161,1,0,0.0,1,196.6,73,48.0,8.51
Yes,128,1,0,0.0,1,227.9,130,65.0,15.13
No,69,1,1,3.56,2,194.9,63,85.6,9.58
No,113,1,1,3.59,1,44.9,63,55.9,6.71
No,87,1,1,2.11,0,262.8,114,85.1,10.79
No,71,1,0,0.21,0,211.2,70,60.1,12.64
No,76,1,0,0.0,1,204.0,69,54.0,11.26
No,87,1,0,0.42,3,223.2,109,53.2,6.38
No,117,1,0,0.39,1,119.0,82,40.9,9.38
Yes,177,1,0,0.0,3,266.1,91,65.0,11.26
No,95,1,0,0.0,1,134.4,104,36.0,7.62
No,76,1,0,0.0,1,171.1,78,51.0,12.86
No,66,1,0,0.0,2,170.5,103,51.0,12.72
No,110,1,0,0.23,1,178.5,124,45.3,7.35
No,204,1,0,0.0,3,205.2,145,49.0,7.74
No,32,1,1,3.51,0,232.8,97,91.1,9.18
No,133,1,1,1.81,5,239.9,107,81.1,12.69
No,185,1,0,0.0,2,55.6,97,34.0,14.44
No,103,1,1,2.86,1,153.5,78,75.6,12.1
No,91,1,0,0.0,1,109.8,100,35.0,9.48
No,131,1,0,0.0,2,196.1,89,50.0,9.28
No,153,1,0,0.0,0,166.8,127,41.0,7.18
No,132,1,1,1.92,2,113.2,96,62.2,13.5
No,148,1,0,0.15,1,203.0,92,49.5,7.55
No,141,1,0,0.0,5,242.8,90,62.0,11.71
No,105,1,0,0.0,2,156.5,102,39.0,7.01
Yes,169,1,0,0.25,3,266.7,105,61.5,7.91
No,127,1,1,2.65,1,182.0,80,76.5,10.81
No,57,1,0,0.0,0,85.9,92,32.0,9.7
No,123,1,1,0.78,0,146.6,87,42.8,5.74
Yes,103,1,1,3.75,4,110.5,101,74.5,10.42
No,101,1,0,0.0,1,118.6,89,38.0,9.98
No,123,1,1,4.21,2,197.6,105,83.1,4.0
No,78,1,1,2.92,6,210.3,116,82.2,9.61
No,101,1,1,2.54,4,220.3,96,87.4,14.29
No,129,1,0,0.0,1,150.0,98,46.0,11.62
No,67,1,1,2.48,0,161.7,114,70.8,10.38
No,37,1,0,0.0,3,191.4,116,47.0,8.37
No,64,0,0,0.26,3,146.7,83,40.6,7.42
No,173,1,0,0.0,1,109.4,103,28.0,5.07
No,135,1,0,0.33,1,144.1,115,49.3,12.49
No,75,1,1,3.02,1,248.9,93,87.2,8.54
Yes,88,1,0,0.0,4,85.7,112,34.0,11.08
No,112,1,0,0.0,3,214.8,112,55.0,10.49
No,113,1,0,0.0,0,158.9,137,48.0,12.14
No,121,1,1,1.73,2,110.0,94,48.3,7.08
No,70,1,0,0.0,1,152.8,145,42.0,9.18
No,90,1,0,0.22,0,145.6,103,44.2,9.86
No,39,1,0,0.0,0,93.3,83,33.0,9.98
No,142,1,0,0.42,0,216.8,134,57.2,9.39
No,176,1,0,0.32,1,201.9,101,51.2,7.74
No,105,1,0,0.3,1,146.4,81,48.0,11.26
Yes,57,1,0,0.0,2,272.7,74,66.0,11.25
No,110,1,0,0.24,1,18.9,92,28.4,12.92
No,88,1,0,0.0,2,172.8,81,46.0,9.67
No,95,1,0,0.0,0,190.2,119,46.0,7.86
No,147,1,0,0.0,3,130.6,83,40.0,10.41
Yes,101,1,0,0.0,4,158.4,92,43.0,9.4
No,115,1,0,0.0,1,166.5,111,49.0,11.81
No,103,1,0,0.0,2,129.3,103,40.0,10.14
No,82,1,0,0.0,0,199.3,112,51.0,9.67
No,141,1,0,0.0,0,185.1,126,52.0,11.65
No,149,1,0,0.0,2,175.4,80,47.0,9.87
No,131,1,0,0.0,2,263.4,123,58.0,7.6
No,119,1,0,0.0,1,94.2,108,39.0,13.21
No,112,1,0,0.26,3,189.4,83,53.6,10.95
No,116,1,1,3.19,2,118.0,103,66.9,8.36
No,94,1,0,0.0,3,212.1,98,53.0,9.47
No,90,1,0,0.22,2,222.0,93,56.2,9.35
No,114,1,1,3.51,0,222.8,98,89.1,9.03
No,63,1,1,3.29,1,190.0,137,75.9,5.83
Yes,130,1,0,0.33,4,271.8,129,70.3,11.86
No,122,1,1,2.27,3,195.4,83,79.7,13.41
No,166,1,0,0.0,3,199.6,93,53.0,10.72
No,62,1,0,0.0,0,100.0,98,32.0,8.68
No,78,1,1,2.57,2,160.6,85,72.7,11.16
No,148,1,1,2.67,1,158.7,91,67.7,8.03
Yes,154,1,0,0.0,3,154.5,122,45.0,10.71
No,110,1,1,1.7,1,192.3,114,61.0,6.47
Yes,75,1,0,0.0,0,305.1,106,68.0,9.4
No,84,1,1,2.0,2,193.0,106,66.0,7.68
No,113,1,0,0.27,1,72.5,88,32.7,10.2
No,181,1,1,1.7,2,105.2,61,64.0,17.07
No,51,1,0,0.0,2,180.5,88,43.0,6.74
No,102,1,1,3.86,0,214.7,86,102.6,15.72
No,107,1,0,0.0,1,86.8,95,24.0,5.41
Yes,88,1,0,0.0,5,131.5,99,38.0,8.74
No,82,1,0,0.21,0,135.4,102,46.1,11.86
No,204,1,0,0.0,6,174.3,85,52.0,12.71
No,130,1,0,0.0,3,203.9,63,51.0,9.59
No,174,1,0,0.0,0,235.5,108,53.0,7.12
No,129,1,0,0.0,2,157.0,113,49.0,12.85
No,190,0,0,0.0,3,111.9,55,38.0,11.15
No,54,0,0,0.0,3,236.3,91,54.0,7.64
No,78,1,0,0.0,0,163.6,88,52.0,14.17
No,100,1,1,2.4,1,213.6,127,76.0,8.8
No,70,1,1,2.54,3,143.4,72,64.4,8.5
No,111,1,0,0.35,1,78.3,119,34.5,9.91
No,117,1,0,0.0,1,97.1,98,36.0,11.4
No,68,1,0,0.0,0,94.1,93,29.0,7.38
Yes,27,1,0,0.36,2,226.3,95,65.6,13.72
No,91,1,0,0.0,1,133.8,61,37.0,7.94
No,181,1,1,2.86,1,190.3,93,82.6,12.45
No,118,1,1,2.65,3,294.9,106,91.5,8.29
No,112,1,0,0.0,2,185.4,114,48.0,9.57
No,93,1,0,0.0,0,179.5,121,47.0,9.6
No,102,1,0,0.0,0,158.0,94,45.0,10.4
No,93,1,0,0.0,0,173.0,131,46.0,9.52
No,107,1,1,2.21,1,134.2,101,63.1,10.6
No,100,1,1,3.4,3,125.2,123,75.0,11.55
No,115,1,0,0.0,2,195.9,111,53.0,11.35
No,63,1,1,2.78,0,214.2,61,79.8,9.06
No,57,1,0,0.0,0,221.1,101,58.0,11.84
No,119,1,1,3.13,1,132.0,100,69.3,8.67
No,73,1,0,0.41,1,157.6,92,48.1,9.92
No,98,1,1,2.97,2,110.3,71,64.7,9.12
No,139,0,0,0.0,0,161.5,121,44.0,9.65
No,31,1,1,2.86,1,171.8,116,78.6,12.04
No,129,1,1,3.08,1,211.0,99,80.8,7.76
Yes,115,1,0,0.0,7,139.3,89,41.0,9.62
Yes,108,1,0,0.27,2,291.6,99,71.7,11.06
No,139,1,0,0.35,0,139.0,110,38.5,6.65
No,102,1,0,0.0,4,234.8,125,57.0,9.96
No,149,1,0,0.0,1,187.6,83,50.0,10.07
No,113,1,0,0.0,2,159.8,143,46.0,10.51
No,131,1,1,1.4,1,177.1,100,61.0,9.7
No,83,1,0,0.0,0,117.9,101,34.0,8.02
No,96,1,1,2.92,2,247.6,95,93.2,12.82
No,98,1,0,0.0,1,169.9,77,41.0,6.92
No,3,1,0,0.0,3,185.0,120,49.0,10.19
No,77,1,1,3.05,0,204.9,84,82.5,10.05
No,75,1,1,2.54,3,225.5,119,79.4,9.1
Yes,40,1,0,0.0,4,169.7,115,41.0,7.07
No,108,1,0,0.0,0,239.3,102,60.0,11.17
Yes,100,1,0,0.0,4,113.3,96,37.0,9.9
No,16,1,0,0.33,3,161.9,100,51.3,11.51
No,115,1,1,1.51,2,133.3,110,54.1,9.29
No,108,1,1,2.35,3,170.7,88,62.5,5.5
No,107,1,0,0.21,5,189.7,76,48.1,7.81
Yes,161,1,0,0.0,2,322.3,100,75.0,11.52
No,147,1,0,0.26,2,124.4,74,51.6,16.05
No,107,1,0,0.0,3,146.9,94,35.0,5.72
No,120,1,0,0.26,1,192.6,123,53.6,10.32
No,107,1,1,2.78,1,96.3,83,59.8,8.98
No,58,1,0,0.0,3,131.9,96,37.0,8.38
No,91,1,0,0.0,2,147.2,121,40.0,8.76
No,13,1,0,0.0,2,143.1,139,45.0,11.98
No,104,1,0,0.27,5,280.4,127,65.7,8.97
No,93,1,1,2.89,1,237.2,85,87.9,10.66
No,95,1,0,0.22,2,184.2,95,49.2,9.08
No,104,1,0,0.34,3,109.1,141,38.4,9.36
Yes,35,1,0,0.0,5,138.1,115,37.0,7.91
No,62,1,0,0.0,3,186.8,94,50.0,10.38
No,143,1,0,0.0,1,155.4,112,52.0,14.55
No,62,1,0,0.0,4,245.3,91,53.0,6.15
Yes,60,0,0,0.0,0,205.9,97,59.0,13.87
No,41,1,0,0.0,1,207.2,138,54.0,10.71
No,34,1,1,2.89,2,151.5,100,75.9,12.44
Yes,56,1,0,0.25,0,221.9,112,64.5,13.91
No,183,1,0,0.28,1,190.0,100,56.8,12.33
No,94,1,0,0.0,2,220.8,111,51.0,7.81
No,73,1,1,1.7,2,173.7,117,64.0,10.2
No,123,1,0,0.0,2,114.8,94,33.0,7.5
No,64,1,0,0.29,3,113.8,97,38.9,9.62
Yes,127,0,0,0.0,4,143.2,60,40.0,8.98
No,33,1,0,0.0,3,184.4,111,49.0,10.19
No,27,1,0,0.0,1,227.4,67,60.0,12.4
No,123,1,0,0.0,0,224.0,99,56.0,10.54
No,148,1,0,0.0,2,216.2,95,53.0,9.29
No,81,1,0,0.0,0,129.9,121,42.0,11.51
No,122,1,1,1.86,2,230.1,108,82.6,14.38
No,52,1,0,0.0,1,204.4,97,58.0,13.66
No,91,1,1,2.46,1,216.6,101,76.6,8.66
Yes,54,1,0,0.21,2,247.5,85,64.1,11.27
No,152,1,0,0.0,1,228.1,93,51.0,6.82
Yes,201,1,0,0.0,1,225.9,110,64.0,14.96
Yes,78,1,0,0.4,4,103.5,115,32.0,5.9
No,67,1,0,0.14,0,115.5,70,43.4,12.61
No,100,1,0,0.0,1,218.8,125,50.0,7.42
No,41,1,0,0.0,3,223.8,67,59.0,12.24
No,133,1,0,0.0,3,143.8,71,41.0,9.2
No,36,1,1,2.32,2,29.9,123,40.2,6.46
No,51,1,1,2.24,0,276.7,121,87.4,10.19
No,122,1,0,0.0,0,141.4,128,37.0,7.32
No,84,1,1,3.46,1,153.9,102,73.6,7.04
No,91,1,0,0.0,0,190.5,128,50.0,10.28
No,110,1,0,0.34,1,192.6,102,51.4,8.95
No,91,0,0,0.0,1,151.8,115,35.0,5.18
No,121,1,0,0.0,5,215.6,74,54.0,9.65
No,109,1,0,0.31,3,180.0,100,54.1,11.45
No,95,1,0,0.0,2,157.3,116,44.0,9.88
No,72,1,0,0.28,0,196.5,88,49.8,7.93
No,73,1,0,0.31,0,240.3,130,58.1,8.13
No,108,1,0,0.33,3,193.3,126,50.3,7.74
No,58,1,1,1.46,1,211.9,40,74.6,13.72
No,148,0,0,0.0,1,218.7,111,51.0,7.78
Yes,76,0,0,0.0,0,246.8,110,60.0,10.32
Yes,103,1,0,0.0,6,174.7,151,43.0,7.4
Yes,87,1,0,0.0,0,240.0,83,53.0,6.71
No,35,1,1,1.35,2,181.2,76,59.5,8.88
No,88,1,0,0.0,1,113.7,67,34.0,8.26
No,67,1,1,3.62,0,174.7,86,80.2,8.03
No,77,1,1,2.62,2,211.1,89,81.2,11.18
No,124,1,0,0.0,1,169.3,108,44.0,8.93
No,30,1,0,0.0,0,247.4,107,58.0,8.8
No,53,1,1,3.46,2,131.2,63,76.6,11.37
No,152,1,0,0.23,1,161.4,84,44.3,8.18
No,100,0,0,0.0,1,107.2,98,26.0,4.34
No,59,1,1,2.38,1,211.9,120,77.8,10.15
No,143,1,0,0.0,3,160.4,120,52.0,14.3
No,142,1,1,1.73,1,230.7,101,79.3,12.84
No,105,1,0,0.23,1,232.6,96,64.3,12.67
Yes,111,1,0,0.0,1,294.7,90,76.0,14.73
No,143,1,0,0.0,1,133.4,107,42.0,11.2
No,93,1,1,3.16,0,306.2,123,100.6,9.49
No,79,1,0,0.0,2,236.8,135,57.0,9.32
Yes,68,0,1,3.83,3,125.7,92,83.3,13.8
No,93,0,0,0.32,1,168.4,114,56.2,13.8
No,103,1,0,0.38,2,70.9,134,27.8,6.73
No,144,1,1,1.0,0,105.0,86,39.0,6.09
No,93,1,0,0.19,1,152.1,141,46.9,10.78
No,149,0,0,0.27,3,180.9,79,50.7,9.75
No,23,1,1,2.54,1,156.6,84,66.4,8.08
No,221,1,1,0.65,0,180.5,85,56.5,11.21
No,164,1,1,3.56,1,238.8,100,96.6,11.5
No,104,1,1,3.62,2,182.1,66,86.2,10.68
No,150,1,1,2.38,2,139.6,72,76.8,16.64
No,184,1,1,2.75,0,200.3,76,83.5,12.68
No,88,1,0,0.31,1,153.5,94,51.1,12.59
No,61,0,1,3.16,3,128.2,119,68.6,8.59
No,110,1,0,0.0,2,159.5,145,45.0,10.12
Yes,115,1,0,0.0,3,226.4,101,63.0,13.84
No,33,1,0,0.0,2,251.9,81,60.0,9.73
Yes,100,1,0,0.2,2,264.5,117,64.0,9.7
No,209,1,0,0.0,0,153.7,105,43.0,9.43
No,27,1,0,0.0,5,232.1,81,58.0,10.54
No,117,1,0,0.22,1,201.9,86,55.2,10.62
No,87,1,0,0.0,1,186.9,79,48.0,9.13
No,129,1,1,1.78,1,196.6,89,66.8,9.03
No,142,1,0,0.0,1,232.1,102,54.0,8.41
No,112,1,0,0.0,0,166.0,79,35.0,3.73
No,75,1,1,0.68,1,200.6,96,55.8,8.21
No,97,1,1,1.32,3,141.0,101,55.2,10.6
No,121,1,1,2.03,0,245.0,95,81.3,10.85
No,142,0,0,0.0,1,140.8,140,44.0,11.43
Yes,121,1,0,0.0,3,255.1,93,67.0,13.35
No,87,1,1,2.75,2,125.0,99,69.5,11.77
No,34,1,0,0.0,1,180.6,65,55.0,14.02
Yes,177,0,0,0.0,1,248.7,118,57.0,8.62
No,58,1,1,2.27,0,178.1,111,73.7,11.84
Yes,113,0,0,0.0,5,122.2,112,32.0,6.59
No,101,1,0,0.0,1,231.3,87,59.0,11.24
No,89,1,0,0.0,3,111.2,101,30.0,6.11
Yes,77,0,1,3.21,0,103.2,117,70.1,11.82
Yes,146,1,0,0.0,4,138.4,104,38.0,7.95
No,93,1,0,0.0,0,146.3,85,44.0,10.83
No,160,1,0,0.0,0,206.3,66,56.0,12.06
No,55,1,0,0.0,0,132.0,103,47.0,13.98
No,88,1,0,0.0,2,274.6,105,61.0,8.06
No,63,1,0,0.0,0,185.3,87,51.0,11.27
No,127,1,1,2.43,1,154.8,69,66.3,8.86
No,57,1,1,3.97,1,179.2,105,94.7,14.16
Yes,138,0,0,0.0,2,286.2,61,65.0,9.36
No,115,1,0,0.23,3,268.0,115,61.3,7.68
No,171,1,0,0.31,2,137.5,110,44.1,9.91
No,148,1,0,0.29,2,243.0,115,60.9,9.59
No,127,1,0,0.35,1,134.9,79,45.5,11.08
No,61,1,0,0.2,1,234.2,76,61.0,10.84
No,131,1,0,0.0,1,175.1,73,45.0,8.6
No,88,1,0,0.0,1,142.2,107,47.0,13.12
No,130,1,0,0.26,2,132.4,81,42.6,10.02
No,89,1,1,1.59,0,97.8,98,50.9,10.36
Yes,82,1,0,0.0,3,266.9,83,65.0,11.49
No,138,1,1,2.62,3,155.2,139,76.2,13.42
No,115,1,0,0.0,1,200.2,92,55.0,12.25
Yes,84,1,0,0.0,2,289.1,100,70.0,11.69
No,117,0,0,0.0,1,198.4,121,55.0,12.48
No,60,1,0,0.0,2,180.3,67,49.0,10.4
No,62,1,0,0.0,2,86.3,84,35.0,11.94
Yes,133,1,0,0.0,2,295.0,141,70.0,11.18
No,131,1,0,0.28,3,240.9,108,58.8,8.37
No,65,1,0,0.0,1,207.7,109,54.0,10.88
No,120,1,1,0.0,1,128.5,115,36.0,8.19
No,142,1,1,2.38,1,224.4,114,74.8,7.3
No,134,1,0,0.0,2,164.9,115,39.0,6.33
No,87,1,0,0.0,2,238.0,97,55.0,8.23
No,139,1,1,2.24,2,231.0,85,81.4,11.12
Yes,76,1,0,0.0,4,107.3,140,39.0,11.91
No,100,1,0,0.0,1,185.0,122,47.0,9.13
No,99,1,1,2.08,3,244.1,71,79.8,10.17
No,99,1,0,0.0,3,238.4,96,62.0,12.33
No,48,1,1,3.56,1,141.1,109,79.6,11.24
No,57,1,0,0.0,0,158.1,117,37.0,5.76
No,106,1,1,3.54,0,220.1,105,92.4,11.11
Yes,170,1,1,2.94,4,199.5,119,75.4,6.75
No,78,1,0,0.17,1,109.5,105,44.7,14.31
No,39,1,0,0.0,1,187.2,110,42.0,5.74
No,127,1,0,0.0,0,107.9,128,35.0,9.35
Yes,119,0,1,3.75,1,172.1,119,86.5,11.18
No,114,1,0,0.12,1,203.8,85,44.2,4.39
No,95,1,0,0.0,0,160.0,133,46.0,10.77
No,116,1,0,0.0,1,51.1,106,27.0,10.43
No,110,1,0,0.0,1,227.7,88,54.0,8.5
No,74,1,0,0.0,1,203.8,77,53.0,10.26
No,148,1,1,3.05,1,241.7,84,86.5,8.29
No,83,1,0,0.0,1,78.1,70,34.0,11.97
No,73,1,0,0.0,2,187.8,95,45.0,7.46
No,111,1,1,1.92,1,127.1,94,61.2,11.42
Yes,84,1,0,0.0,0,280.0,113,65.0,10.11
No,75,0,0,0.29,1,153.2,78,46.9,10.54
No,114,1,1,3.11,2,137.1,88,68.1,7.79
Yes,71,0,0,0.0,4,186.1,114,49.0,9.93
No,58,1,1,3.11,2,224.1,127,90.1,11.94
No,106,1,1,2.19,1,83.6,131,53.9,10.2
No,172,1,0,0.0,4,203.9,109,55.0,11.7
No,45,1,0,0.0,1,211.3,87,50.0,8.29
No,100,0,0,0.0,4,219.4,112,57.0,11.29
No,94,1,0,0.21,2,190.4,91,43.1,4.6
No,128,1,0,0.0,2,147.7,94,50.0,14.17
No,181,1,0,0.26,2,229.9,130,54.6,7.22
No,127,1,0,0.0,1,102.8,128,30.0,7.19
No,89,1,0,0.29,1,178.7,81,53.9,11.69
No,149,1,1,1.76,0,148.5,106,52.6,5.73
No,103,1,1,3.32,0,164.1,111,80.2,10.96
No,163,0,0,0.0,1,197.2,90,50.0,9.43
No,52,1,0,0.34,2,124.9,131,50.4,15.03
No,89,1,0,0.25,3,115.4,99,40.5,10.5
Yes,122,0,0,0.3,4,140.0,101,44.0,9.82
No,60,1,0,0.0,3,193.9,118,41.0,4.25
Yes,62,1,0,0.0,4,321.1,105,78.0,13.28
Yes,117,1,0,0.39,5,118.4,126,45.9,12.47
No,159,1,0,0.0,1,169.8,114,46.0,9.89
No,78,1,0,0.23,2,193.4,99,45.3,5.85
No,96,1,0,0.36,1,106.6,128,46.6,14.24
No,79,1,0,0.0,2,134.7,98,40.0,9.49
No,192,1,1,2.67,2,156.2,77,71.7,10.78
No,68,1,0,0.34,3,231.1,57,56.4,7.67
No,28,1,0,0.0,2,180.8,109,56.0,14.44
No,184,0,0,0.0,2,213.8,105,50.0,7.98
No,74,1,1,3.7,0,234.4,113,100.0,13.3
